,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5972,A,B,-,A,-,A,-,-,-,-,A,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,B,-,-,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,A,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,B,-,-,-,-,-,-,B,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,A,-,-,-
A391,A,B,-,-,-,A,-,B,-,-,-,-,B,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,-,A,-,-,-,B,-,B,-,A,-,-,-,B,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,A,B,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,-,B,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,A,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-
A393,A,B,-,-,-,-,-,B,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,A,B,-,-,-,-,-,-,-,B,-,B,-,-,-,-,-,B,-,-,-,A,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,-,A,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,-,B,-,-,A,-,-,-,A,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,B,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,B,-,-,-,-,-,B,A,-,-,-,-,-,-,A,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-
A392,A,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,-,-,-,-,B,-,-,-,-,-,-,-,A,-,-,B,-,-,A,B,-,-,-,-,A,-,-,B,-,-,-,A,-,-,-,B,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,A,-,A,-,-,-,A,A,-,A,-,A,-,-,B,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,A,-,-,-,-,B,-,-,A,A,-,B,A,-,-,-,-,-,-,A,-,-,-,A,-,A,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,-,A,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,A,-,A,-,-,A,-,-,-,-,-
A6422,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,B,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,B,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,A,-,A,-,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,A,-,-,-,-,-,-,A,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,A,-,-,-,-,-,-,-,-
A6415,A,B,-,-,-,-,-,A,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,A,-,-,B,-,-,-,B,-,B,-,-,-,-,A,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,A,A,-,-,-,B,-,-,-,-,-,A,-,-,-,-,-,-,B,-,-,-,A,-,-,B,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-
A6411,A,B,-,-,-,-,-,A,-,-,-,-,A,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,A,-,-,-,-,-,-,B,A,B,-,-,A,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,B,-,-,-,-,-,-,A,-,-,-,A,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,B,-,-,-,-,-,-,A,-,A,-,A,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A6403,A,B,-,B,-,A,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,B,-,-,-,-,A,-,-,-,A,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,A,-,-,-,-,B,-,B,-,A,-,-,-,-,-,-,A,-,-,-,B,-,-,-,-,-,-,B,-,-,-,B,-,B,-,-,-,-,-,A,-,-,-,-,A,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,A,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-
A6418,A,B,-,-,-,-,-,A,-,-,-,-,A,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,B,A,-,-,-,-,B,-,-,-,-,A,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,A,-,-,A,-,-,A,A,-,B,-,B,-,A,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,B,-,-,-,B,-,-,-,-,-,-,-,A,-,-,-,-,A,-,-,A,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,B,-,-,-,-,-,A,A,-,-,-,-,-,A,-,-,-,-,B,-,B,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,A,-,-,-,-,-
A3936,A,B,-,A,-,-,-,A,-,-,-,-,-,-,-,-,B,-,B,B,-,-,-,B,-,-,-,-,-,B,-,A,-,-,A,-,-,A,-,-,-,A,B,A,-,A,B,-,-,-,B,B,-,-,-,-,-,-,B,-,-,-,-,-,B,-,-,A,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,A,-,-,-,B,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,B,-,A,-,-,-,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,-,B,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A3934,A,B,-,A,-,-,-,A,-,-,-,-,-,-,B,-,B,-,B,B,-,-,-,B,-,-,-,-,A,B,-,A,-,-,A,-,-,A,A,-,-,A,-,-,-,-,-,-,B,-,-,B,-,-,-,-,-,-,B,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,A,-,-,-,B,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,A,-,A,-,-,-,A,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-
A3935,A,B,-,A,A,-,-,A,-,-,-,-,-,-,-,-,B,-,B,B,-,-,-,-,-,-,-,-,-,B,-,A,-,-,A,-,-,-,A,-,-,A,-,A,-,-,B,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A2556,A,B,-,A,B,-,-,A,-,-,B,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,B,A,-,-,-,-,-,A,-,-,-,B,B,A,-,A,A,-,B,-,-,A,-,-,B,-,-,-,B,-,B,-,-,-,A,B,-,A,-,-,-,A,-,-,A,A,-,A,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,B,A,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,B,-,B,-,-,-,-,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A5188,A,B,-,A,-,-,-,B,-,-,-,-,A,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,A,-,-,-,-,-,-,-,B,A,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,-,A,-,-,-,-,B,-,A,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,A,-,A,-,-,-,B,A,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,B,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,B,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,A,-,-,-
A4079,A,B,-,-,B,B,-,A,-,-,-,-,-,-,B,-,A,-,B,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-
A4101,A,B,-,A,B,B,-,-,-,-,-,-,-,-,B,-,A,-,B,-,-,-,-,-,-,-,-,-,-,A,-,A,-,-,A,-,-,-,A,-,-,-,-,-,-,-,A,-,B,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,B,-,-,A,-,-,-,-,-,-,B,-,-,-,-,A,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-
A7222,A,B,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,A,-,B,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,B,-,-,B,-,-,B,B,-,-,-,-,A,A,B,-,-,-,B,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,A,-,-,A,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,B,-,-,-
A7221,A,B,-,B,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,A,-,B,-,A,-,-,A,-,-,-,-,A,-,-,-,-,-,-,-,-,A,-,B,-,B,-,-,-,-,-,B,-,-,-,B,-,-,-,-,A,A,B,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,-,A,-,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,A,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,A,-,B,-,-,-
A7220,A,B,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,A,-,-,-,-,A,-,-,-,-,-,-,-,-,A,-,-,-,B,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,A,B,-,-,-,B,-,A,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,A,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-
A1868,A,B,-,-,-,-,-,B,-,-,-,-,B,-,-,-,-,-,B,-,-,-,-,A,-,-,-,-,B,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,-,B,-,B,-,-,B,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,B,-,-,A,-,-,-,-,-,B,A,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-
A1867,A,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,A,-,-,-,-,-,B,A,-,-,B,A,-,-,-,A,-,-,-,B,-,-,B,A,-,-,-,A,-,A,-,B,-,A,B,-,-,-,-,A,A,-,-,-,B,-,B,-,-,A,-,B,-,-,-,-,-,A,A,-,-,-,-,-,A,-,-,-,A,-,-,B,-,-,-,B,-,-,-,A,-,-,-,A,-,-,B,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,B,-,-,A,-,-,-,A,-,-,A,-,-,-,-,A,A,-,-,-,-,-,-,A,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,A,-,-,-,-,-,-,A,-,-,B,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-
A1665,A,B,-,B,-,-,-,A,-,-,B,-,B,-,-,-,B,-,-,-,-,-,-,A,-,-,-,-,B,B,B,B,-,-,-,-,-,B,B,-,-,B,A,A,-,-,A,-,A,-,B,-,-,-,B,-,-,-,-,-,-,-,B,-,A,-,-,-,-,-,B,-,-,-,-,A,-,A,-,-,-,-,A,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,B,-,B,-,-,-,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,-
A811,A,B,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,B,B,-,-,-,A,-,-,-,-,-,B,-,B,-,-,-,-,-,-,B,-,-,B,-,A,-,A,-,-,A,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,A,B,-,A,-,-,-,B,-,-,-,-,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,A,-,-,A,-,-,-,A,-,-,-,-,-,-,-,-,-,A,-,-,-,-,B,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A5703,A,B,-,B,-,-,-,-,-,-,A,-,A,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,B,B,-,-,-,-,-,-,-,B,-,-,-,-,-,B,-,-,B,-,-,-,B,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,A,-,-,-,B,-,-,-,-,-,B,-,-,B,-,B,-,-,-,-,-,-,B,-,A,-,-,-,B,-,-,-,A,-,-,A,-,-,-,B,-,B,-,B,-,-,-,A,B,-,-,-,B,-,-,B,-,-,B,-,A,-,-,-,-,-,-,-,-,A,-,A,-,A,-,-,A,-,-,A,A,-,-,-,-,-,-,-,A,A,A,-,-,-,-,-,A,-,-,-,-,A,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,A,B,-,-,-,-,-,-,-,-,-,A,-,A,-,A,-,-,-,B,-,-,-,-,-,A,-,-,-,-,B,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,B,B,-,B,-,-,A,-,B,-,-,-
A1060,A,B,-,B,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,A,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,B,B,-,-,-,-,-,B,-,-,-,-,-,-,A,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,B,-,B,-,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,A,A,-,B,-,-,-,-,-,A,A,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,B,-,-,-,-,-,B,-,-,-,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A1046,A,B,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,A,A,-,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,B,-,-,-,-,-,-,-,-,B,-,-,-,A,-,-,B,B,-,-,-,-,-,B,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,-,A,-,-,-,-,-,A,-,-,-,-,-,A,-,-,B,-,B,-,-,B,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,A,-,A,-,-,-,-,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,B,-,-,A,-,-,-,-,-,-,-,B,-,-,-,-,-,B,-,-,-,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,-,-,-,-,-,-,-,-,-,A,-,-,B,-,-,A,-,-,-,-,-
